날짜,종목명,제목,점수,라벨링
2022-09-27,JYP Ent.,"코스피, 반발 매수세 유입되며 반등 시도…장초반 강보합세",0,0
2022-09-26,JYP Ent.,코스닥 700선 무너지고 환율 1430원 돌파…'블랙먼데이' 공포 [종합],1,1
2022-09-19,JYP Ent.,"
			""다섯 번 들으면 중독""…엔믹스, '믹스팝 굳히기' 주사위는 던져졌다 [종합]
		",0,0
2022-09-19,JYP Ent.,"코스피, 장중 2360선 깨져…LG엔솔 4%대 하락",-1,-1
2022-09-26,JYP Ent.,개미들 '패닉셀'에 무너졌다…코스피 3%·코스닥 5% 폭락,-1,-1
2022-09-16,JYP Ent.,"코스피, 외인·기관 팔자에 2380선 마감…삼성전자 상승 전환",1,1
2022-09-04,JYP Ent.,"'한류 ETF' 미국증시 첫 상장…""KPOP 티커 선점, 성공 자신""",3,1
2022-09-14,JYP Ent.,"라인 넥스트, 글로벌 NFT 플랫폼 '도시' 베타 버전 출시",4,1
2022-09-02,JYP Ent.,"
			량하 ""량현 2년째 연락두절…기다릴 수 있다""
		",0,0
2023-05-21,JYP Ent.,결국 본업이 최고…'시총 4조' JYP·'승승장구' YG [연계소문],1,1
2023-05-15,JYP Ent.,"JYP, 선한 영향력 쭉…서울아산병원에 치료비 2억원 기부 [공식]",2,1
2023-05-16,JYP Ent.,"JYP엔터 20% 폭등…""시총 6조 될 수도""",1,1
2023-05-16,JYP Ent.,"증권가, JYP엔터 목표가 잇따라 높여…""A2K 프로젝트 기대""",1,1
2023-04-23,JYP Ent.,미국판 트와이스 나온다…JYP 쓸어담는 외국인,0,0
2023-04-17,JYP Ent.,"JYP엔터, 트와이스 복귀…11.5만원 가능",1,1
2023-03-27,JYP Ent.,"JYP, 걸그룹 데뷔프로젝트 'A2K' 강력 모멘텀 될 수도…목표가↑-하나",0,0
2023-03-03,JYP Ent.,반도체 스타트업 찾은 과기부 장관…JYP는 벤처캐피털 설립 [Geeks' Briefing],1,1
2023-03-02,JYP Ent.,K팝 산업 투자하려면 JYP 사라,0,0
2023-02-22,JYP Ent.,하이브·SM 박 터지게 싸우는 와중에…JYP 조용히 웃는 이유,1,1
2023-02-14,JYP Ent.,"JYP 제쳤다…SM, 인수전 여파 9년만 코스닥 시총 10위권",0,0
2023-05-31,JYP Ent.,"코스피, 기관 '팔자'에 장중 하락 전환…코스닥은 상승세 유지",0,0
2023-04-16,JYP Ent.,하이브·JYP 걸그룹 온다…'러브콜' 쏟아지는 엔터주,0,0
2023-04-10,JYP Ent.,“하이브·JYP·에스엠·YG만 있냐” … 큐브엔터 질주 [윤현주의 主食이 주식],0,0
2023-02-25,JYP Ent.,"
			산이 ""JYP 시절 2PM 기억에 남아…'맛좋은산' 이젠 좋아요"" [인터뷰②]
		",0,0
2023-01-04,JYP Ent.,'돈 쓰는 찐팬' 숫자 세어보니…하이브 &gt; SM &gt; JYP &gt; YG 순,0,0
2023-05-21,JYP Ent.,"돌아온 외국인, 삼성전자 9兆 올인…코스닥선 엔터株 쓸어담았다",0,0
2023-05-18,JYP Ent.,외국인 95%는 '이 종목' 샀다…한 달새 2.6조 '폭풍 매수',1,1
2023-05-22,JYP Ent.,"
			원더걸스 유빈, 9살 연하 테니스 선수 권순우 열애, '핫' 커플 탄생
		",1,1
2023-05-08,JYP Ent.,BTS 빠져도 잘나가네…하이브 주가 한 달간 53.7% 뛴 비결,1,1
2023-05-12,JYP Ent.,신인 걸그룹 데뷔 소식에…YG엔터 '신고가',2,1
2023-05-24,JYP Ent.,"코스피, 기관·외인 매도세에 하락 출발…대형주 '약세'",-1,-1
2023-05-23,JYP Ent.,"코스피, 기관 '사자'에 7거래일 연속 상승…2차전지주↑",2,1
2023-05-11,JYP Ent.,"'주가 4분의 1토막' CJ ENM…""OTT 해법 내놔야""",0,0
2023-05-03,JYP Ent.,K팝 콘서트 너무해…태국서 블랙핑크 팬들 뿔난 이유,1,1
2023-05-13,JYP Ent.,"5월 둘째주, 마켓PRO 핫종목·주요 이슈 5분 완벽정리 [위클리 리뷰]",-1,-1
2023-05-16,JYP Ent.,"코스피, 외국인 매수에 상승…2500선 회복 시도",2,1
2023-05-16,JYP Ent.,"코스피, 외국인 순매수에 2480선 마감…반도체株 '강세'",1,1
2023-05-01,JYP Ent.,실적 따라 뛰는 주가…하이브·기아 담아볼까,0,0
2023-05-09,JYP Ent.,"코스피, 개인 '팔자'에 ↓…2차전지 하락에 코스닥 '흔들'",0,0
2023-05-02,JYP Ent.,"코스피, 외국인·기관 '사자'에 상승 마감…3거래일 연속 ↑",2,1
2023-04-17,JYP Ent.,"코스피, 7거래일 연속 '상승'…코스닥도 900선 안착",2,1
2023-03-11,JYP Ent.,고름 터졌다…SM 인수전 속 드러난 K팝 '1인 체제' 문제점은 [연계소문],0,0
2023-04-03,JYP Ent.,유명인이 직접 화보 찍는 건 올해가 마지막일 수도,0,0
2023-02-25,JYP Ent.,"'하이브 천하'든 '카카오 왕국'이든…""독과점 논란 불가피"" [연계소문]",-1,-1
2023-02-28,JYP Ent.,"
			백아연 ""결혼 전제로 열애 중"" [공식]
		",-2,-1
2023-02-15,JYP Ent.,문화·콘텐츠주 '100억 클럽' 1위 방시혁…BTS도 전원 가입,-1,-1
2023-02-12,JYP Ent.,핑크 블러드 어쩌나…하이브+SM에 엇갈린 투심과 팬심 [연계소문],0,0
2023-01-09,JYP Ent.,"엔터 빅4, 콘서트 관객 70% 늘어날 것",1,1
2023-01-19,JYP Ent.,"엔터·미디어 ETF, 새해부터 '볼만하네'",0,0
2023-04-28,JYP Ent.,"코스피, 외인·개인 순매수에 4일만 2500선 회복…코스닥은 '하락'",0,0
2023-04-28,JYP Ent.,"코스피, 2490선 횡보…코스닥은 장중 하락 전환",-1,-1
2023-04-23,JYP Ent.,'세무조사'·'상폐위기'…고현정·장혁 소속사에 무슨 일이 [연예 마켓+],0,0
2023-04-25,JYP Ent.,"코스피, 기관 '팔자'에 2500선 아래로…코스닥도 '파란불'",0,0
2023-04-20,JYP Ent.,배당주펀드의 반전 매력…올 수익률 20% 넘었다,3,1
2023-04-19,JYP Ent.,"코스피, 기관 '사자'에 소폭 상승…""2차전지 쏠림현상 지속""",1,1
2023-04-07,JYP Ent.,'올해 큰 거 온다' 블핑에 GD까지…증권가 톱픽은 '이 회사',0,0
2023-04-14,JYP Ent.,"코스피, 6거래일 연속 '상승'…코스닥은 11개월만 900선 돌파",3,1
2023-04-14,JYP Ent.,"코스피, 미국발 훈풍에 상승 출발…코스닥 900선 돌파",2,1
2023-04-13,JYP Ent.,"코스피, 경기 침체 우려에도 기관 '사자'에 상승…코스닥도 ↑",1,1
2023-04-04,JYP Ent.,"코스피, 개인·기관 '사자'에 상승…2480선 돌파",2,1
2023-04-03,JYP Ent.,국내 증시 혼조세…코스피 약보합·코스닥 강보합,1,1
2023-03-28,JYP Ent.,"코스피, 美 금융 리스크 안도감에 상승…코스닥 830선 터치",2,1
2023-03-13,JYP Ent.,"카카오의 에스엠 인수, 가격·글로벌 확장성 측면서 성공적-다올",2,1
2023-03-20,JYP Ent.,"
			엔믹스 ""음방 1위 직캠 찍히고 싶다""…자신감 넘치는 컴백 [종합]
		",1,1
2023-03-16,JYP Ent.,"
			엔믹스, '엑스페르고' 자신감 제대로
		",0,0
2023-02-24,JYP Ent.,[차장 칼럼] SM '가짜 주주'들의 잔치,0,0
2023-02-16,JYP Ent.,[단독] SM엔터 '이수만 지우기'…알짜 자회사 판다,0,0
2023-02-20,JYP Ent.,"코스피, 2차전지주 약세에 변동성 확대…2450대 강보합",0,0
2023-02-07,JYP Ent.,주가 22%나 올랐는데…'이수만 퇴진' 김민종만 반대하는 이유,0,0
2023-02-08,JYP Ent.,"코스피, 외국인 사자세에 1.3% '상승'…네이버 5%↑",1,1
2023-01-26,JYP Ent.,빚 부담 없어야 상승한다…코스닥 대형주 관심 둘 때,-1,-1
2023-02-03,JYP Ent.,AI·로봇…'핫한' 테마 골라담은 ETF 잘나가네,0,0
2023-02-01,JYP Ent.,"코스피, 외국인 '사자'에 3거래일만에 상승…삼전·하이닉스↑",1,1
2023-01-31,JYP Ent.,"코스피, 외국인 '팔자'에 2거래일 연속 하락…삼성전자 3%대↓",0,0
2023-01-31,JYP Ent.,"외인·기관 '팔자'에 코스피 하락세…""FOMC 경계 심리 지속될 것""",0,0
2023-01-26,JYP Ent.,"코스닥 투자, 빚 걱정 없는 IT·산업재 기업에 주목을",1,1
2023-01-01,JYP Ent.,"오스템임플란트·성광벤드, 올해의 '10루타 후보'",0,0
2023-01-03,JYP Ent.,"
			트와이스 다현, 코로나19 확진 [공식]
		",-1,-1
2020-09-25,JYP Ent.,"
			JYP 공식입장, 트와이스 악플러 3명 최고 수위 법적 조치
		",1,1
2020-09-12,JYP Ent.,"[연계소문] 1조 돌파 YG, 2조 향하는 JYP…K팝 시장에 무슨 일이?",1,1
2020-09-17,JYP Ent.,"
			[인터뷰+] 제이미 ""너무 신나죠""…JYP 떠나 내디딘 첫발, 다시 뛰는 심장
		",0,0
2020-09-02,JYP Ent.,"
			박진영→ITZY→데이식스 유닛…막강 JYP 파워, 스트레이 키즈로 이어질까
		",1,1
2020-09-29,JYP Ent.,BTS·방시혁 돈방석 앉는다…IPO 앞두고 빌보드 1위 재탈환,1,1
2020-08-20,JYP Ent.,"
			JYP엔터 ""트와이스 악플 강력 대응, 총 37건 고소 진행""
		",-2,-1
2020-08-17,JYP Ent.,JYP엔터 40억…'옵티머스 투자' 뒤늦게 실토한 상장사들,1,1
2020-08-04,JYP Ent.,SM-JYP '온라인 공연' 함께 키운다,2,1
2020-07-09,JYP Ent.,"JYP엔터, '제2의 트와이스' 니쥬 기대감에 시총 1조 도전",1,1
2020-07-03,JYP Ent.,"
			JYP 공식입장, 있지 악성 댓글에 ""선처 없이 강력 조치 지속""
		",0,0
2020-07-01,JYP Ent.,"
			데이식스 제이 사과…""JYP와 대화로 오해 풀었다""
		",-1,-1
2020-06-16,JYP Ent.,"빅히트 방시혁·JYP 정욱, 빌보드 '인디 파워 플레이어'에",1,1
2020-06-03,JYP Ent.,"
			JYP ""트와이스 'MORE&amp;MORE' 뮤비 표절? 원작자와 대화로 해결할 것"" [공식]
		",1,1
2020-08-12,JYP Ent.,"
			'라스' 박진영, '비켜 SM' JYP 엔터사 실적 1위 등극…""2등 제일 좋다""
		",0,0
2020-06-30,JYP Ent.,"
			데이식스 제이(Jae), 소속사 JYP에 불만 표출? ""다른 멤버는 도와주면서 나는…""
		",0,0
2020-06-30,JYP Ent.,"
			[공식] 데이식스 제이·JYP ""대화로 오해 풀었다""…소속사 저격글 논란 일단락
		",-1,-1
2020-07-08,JYP Ent.,"
			니쥬, 기특한 JYP 신인의 탄생…일본 오리콘 주간 합산 랭킹 1위
		",2,1
2020-09-27,JYP Ent.,"기관 청약 1117 대 1…빅히트, 일반청약도 '흥행몰이' 예고",1,1
2020-07-30,JYP Ent.,빅히트엔터테인먼트 상장 늦춰지나…상장예비심사 중 추가 자료 요구,0,0
2020-06-02,JYP Ent.,"
			혜림 ""7월 5일 신민철과 결혼…JYP에 청첩장 돌리러 가요""
		",-1,-1
2020-09-23,JYP Ent.,"
			트와이스 일본 베스트 3집, 오리콘 주간 앨범 차트 1위
		",3,1
2020-09-14,JYP Ent.,"
			韓 트와이스·日 니쥬 잇는 美 걸그룹 나오나…박진영 ""논의 중""
		",2,1
2020-09-01,JYP Ent.,"빌보드 평정한 BTS…""상장 앞둔 빅히트 기업가치 3조+α""",1,1
2020-09-05,JYP Ent.,BTS가 버는 돈 얼마길래…납득되는 방시혁의 '600억 선물',0,0
2020-08-31,JYP Ent.,"
			데이식스 유닛 ""음악과 팬, 우리를 끌어당기는 힘"" [일문일답]
		",1,1
2020-09-23,JYP Ent.,BTS·블랙핑크·몬스타엑스…'K팝 캐릭터' 시장 급팽창,0,0
2020-09-20,JYP Ent.,3분기 실적 '턴어라운드'…엔터·소비주 '好好',0,0
2020-09-14,JYP Ent.,게임·콘서트 즐기던 팬에서 투자자로…엔씨·에스엠 '이유있는 급등',2,1
2020-09-10,JYP Ent.,한화만 '니콜라 대박'?…SK텔레콤 투자기업도 잘나간다,1,1
2020-09-03,JYP Ent.,"
			[인터뷰] 제이미 ""박진영 덕분에 홀로서기 외롭지 않았다""
		",0,0
2020-09-15,JYP Ent.,BTS 스토리텔링처럼…K팝 '세계관 구축' 열풍,1,1
2020-09-14,JYP Ent.,주가수익비율 대신 주가꿈비율…BBIG 질주 이끌다,0,0
2020-09-01,JYP Ent.,[연예 마켓+] 방탄소년단 빌보드 핫100 1위에 관련주도 '들썩들썩',2,1
2020-08-07,JYP Ent.,"빅히트엔터테인먼트, 증시 입성 임박…거래소 ""상장 요건 충족""",0,0
2020-09-01,JYP Ent.,가구·엔터·식품 '웃고'…5G장비·극장 '울상',0,0
2020-08-27,JYP Ent.,"
			'니쥬 리마 父' 지브라, 불륜설 사과→'전범기업 후손' 가족 관계까지 주목
		",0,0
2020-08-15,JYP Ent.,[연계소문] 니쥬·트레저·아이랜드·시크릿넘버…K팝 효자된 '뉴페이스',0,0
2020-08-19,JYP Ent.,"[연예 마켓+] 비투비 서은광,  시가총액 1409억 큐브엔터 이사 등재 의미",1,1
2020-08-21,JYP Ent.,"[시론] 상황은 아슬아슬, 정책은 조마조마",0,0
2020-08-08,JYP Ent.,[연계소문] 포털-엔터의 '러브시그널'…플랫폼과 콘텐츠의 '상생 시너지' 될까,1,1
2020-08-11,JYP Ent.,"
			'라디오스타' 박진영, 제자 비 '깡' 듣고 뱉은 한 마디는?
		",0,0
2020-08-08,JYP Ent.,BTS의 빅히트엔터 예비심사 통과…연내 상장 '청신호',0,0
2020-08-03,JYP Ent.,"
			'컴백' 박진영, 이번에는 '애제자' 선미다…댄싱킹X댄싱퀸 만남 기대
		",2,1
2020-06-29,JYP Ent.,"
			中 웨이션V·日 JO1…현지 합작 K팝, 잇단 흥행
		",2,1
2020-06-16,JYP Ent.,"
			'컴백 D-DAY' 백아연, 신곡 '썸 타긴 뭘 타' 기대 포인트 셋
		",2,1
2020-06-11,JYP Ent.,"
			[인터뷰+] 나띠 ""'나인틴'에 이룬 데뷔, 태국 '나띠맘'들도 응원하고 있어요""
		",1,1
2020-06-02,JYP Ent.,"
			트와이스 '광폭 행보'
		",1,1
2020-08-30,JYP Ent.,박진영·김호중·허지웅·전효성…서점가 '연예인 에세이' 인기,1,1
2020-08-23,JYP Ent.,"[연예 마켓+] 1인 가치 2000억, 한류는 보아 데뷔 전·후로 나뉜다",2,1
2020-08-25,JYP Ent.,"
			ITZY 'Not Shy', 초동 14만장 돌파…자체 최고 신기록
		",2,1
2020-08-23,JYP Ent.,"
			'브린이의 연봉협상' 백아연, 음원 수익→실제 연애 스타일까지 '솔직 고백'
		",0,0
2020-08-15,JYP Ent.,"[연예 마켓+] 방탄소년단 잇겠다더니…TXT도, '아이랜드'도 어쩌나",1,1
2020-08-20,JYP Ent.,"
			'유퀴즈' 또 역대 최고 시청률 경신…PD ""자기님들에 감사""
		",3,1
2020-08-19,JYP Ent.,"
			'유퀴즈' 박진영, 신곡에 들어간 유재석 춤→ 비닐 바지 데뷔 직접 밝힌다
		",1,1
2020-08-13,JYP Ent.,"
			정연 불참, 건강 문제로 '소리바다 어워즈' 참석 못해 [공식]
		",-1,-1
2020-08-09,JYP Ent.,"
			'비욘드 라이브' 트와이스, 원스와 랜선 월드투어 클리어…1억 ♥ 물결 [종합]
		",0,0
2020-08-01,JYP Ent.,"[연예 마켓+] 뮤지컬도 되고, 야구도 되는데…왜 '미스터트롯'만 안되나요?",1,1
2020-08-07,JYP Ent.,"
			박진영, 선미 손 잡고 디스코 열풍 일으킬까…'웬 위 디스코' 호흡 기대
		",2,1
2020-07-26,JYP Ent.,이날치·박문치·백예린…'K인디 성지' 된 온스테이지,0,0
2020-06-30,JYP Ent.,한한령 해제 기대감에…中 소비株 날았다,1,1
2020-07-01,JYP Ent.,"
			‘5일 결혼’ 우혜림, 손 편지로 결혼 소감…“예쁘게 잘 살겠다”
		",-2,-1
2020-06-30,JYP Ent.,中 최대 여행사 방한상품 판매…'한한령 해제' 청신호? [종합],3,1
2020-07-04,JYP Ent.,"
			트와이스 '모어 앤드 모어' 걸그룹 최고 판매량 기록 경신
		",3,1
2020-07-01,JYP Ent.,"
			우영 전액기부, 애장품 판매 수익 어린이 위해 쾌척
		",1,1
2020-06-29,JYP Ent.,"
			백아연, 신곡 ‘썸 타긴 뭘 타’ 음악 방송 활동 마무리…""컴백 시키 당길 것""
		",1,1
2020-06-18,JYP Ent.,"
			'온앤오프' 유빈, '프로' 아티스트vs'새내기 CEO' 이중생활
		",0,0
2020-06-22,JYP Ent.,"
			'옥문아' 윤두준, ""하이라이트 멤버 공동 CEO""...자유로운 경영 방식 밝혀
		",0,0
2020-06-16,JYP Ent.,"
			백아연 '썸 타긴 뭘 타' 발매…1년6개월 만 '썸' 완결편 도전
		",0,0
2020-06-04,JYP Ent.,"
			유빈, 네 번째 싱글 '넵넵' 활동 성공적 마무리…다채로운 매력 발산
		",2,1
2020-06-03,JYP Ent.,"
			트와이스 'MORE &amp; MORE' 뮤비 표절 논란, 얼마나 똑같길래
		",0,0
2020-06-01,JYP Ent.,"
			백아연, 새 둥지서 1년 6개월만 컴백 ""소녀 탈피"" [공식]
		",1,1
2020-06-10,JYP Ent.,"
			[인터뷰] 나띠 ""두 번의 데뷔 좌절, 그럼에도 포기하지 않은 이유는…""
		",1,1
2020-06-03,JYP Ent.,"
			트와이스 50만장·백현 70만장…K팝 앨범 판매 30%↑
		",2,1
2020-06-02,JYP Ent.,"
			트와이스가 왜 거기서 나와? '6시내고향'부터 일기예보까지
		",0,0
2020-05-30,JYP Ent.,"
			'아이돌 라디오' 엔터테인먼트 대표 유빈 ""JYP 이해하게 됐다”
		",0,0
2020-05-21,JYP Ent.,"
			[인터뷰] 유빈 ""JYP 박진영, 회사 설립 용기있다고 응원""
		",2,1
2020-05-11,JYP Ent.,"
			데이식스 활동중단, JYP ""일부 멤버 불안 증세 호소"" [전문]
		",0,0
2020-02-29,JYP Ent.,"
			JYP 기부, 코로나19 확산 방지 위해 5억원 쾌척
		",1,1
2020-01-15,JYP Ent.,"
			JYP 법적대응 시사, 2PM·스트레이키즈 향한 위협에 ""선처 없다"" [전문]
		",0,0
2020-01-08,JYP Ent.,"
			JYP ""트와이스 항공정보 유출·판매에 법적 조치 검토"" [공식입장]
		",0,0
2020-01-06,JYP Ent.,"신한카드, 'JYP 체크카드' 출시…콘서트 할인받고 난치병 환아 기부도",2,1
2020-05-28,JYP Ent.,"
			데이식스 법적대응 ""사생활 침해 심각…정도 넘어섰다""[공식]
		",-1,-1
2020-04-20,JYP Ent.,"
			JYP ""트와이스 컴백 일정 조율 중, 곧 신곡 MV 촬영"" [공식]
		",3,1
2020-03-10,JYP Ent.,"
			혜림, JYP 떠나 유빈 소속사 르엔터와 계약…원더걸스 신뢰 빛났다
		",0,0
2020-02-18,JYP Ent.,"
			유빈, JYP 떠나 1인 기획사 대표로…'르엔터' 설립 후 본격 홀로서기
		",2,1
2020-03-06,JYP Ent.,"06일, 기관 코스닥에서 와이지엔터테인먼트(-9.11%), 파라다이스(-5.4%) 등 순매도",0,0
2020-01-01,JYP Ent.,"
			트와이스 나연 스토커, 비행기까지 따라 탑승…JYP ""모든 법적조치 취할 것""
		",-1,-1
2020-01-09,JYP Ent.,"
			JYP ""트와이스 나연 스토커, 업무 방해로 형사 고발…접근금지 신청 완료""
		",-1,-1
2020-01-08,JYP Ent.,"[공식] JYP ""트와이스 나연 해외 스토커 형사 고발…접근금지 신청 완료""",0,0
2020-01-31,JYP Ent.,[마켓인사이트]BTS 소속사 빅히트엔터테인먼트 상장한다,0,0
2020-05-27,JYP Ent.,"
			트와이스 미니 9집 'MORE &amp; MORE' 선주문량 50만 장 돌파
		",1,1
2020-05-25,JYP Ent.,"
			[인터뷰+] CEO된 유빈 ""수차례 '멘붕'왔지만 배우는 게 즐거워요""
		",0,0
2020-05-20,JYP Ent.,"
			'활동 합류' 트와이스 미나, '모어 앤드 모어' 콘셉트 필름 속 물오른 미모
		",2,1
2020-05-19,JYP Ent.,"
			박진영 작사참여, 트와이스 '모어 앤드 모어' 발매 초읽기
		",1,1
2020-05-25,JYP Ent.,"
			트와이스, 'MORE &amp; MORE' 티저 공개…""더 대담해졌다""
		",2,1
2020-05-25,JYP Ent.,"
			원더걸스 출신 유빈 '넵넵' 컴백 첫 주 신고식…'파티걸' 완벽 변신
		",2,1
2020-05-22,JYP Ent.,"
			유빈, '엠카'서 '넵넵' 컴백 무대 성공적… 오늘(22일) '뮤직뱅크' 출격
		",2,1
2020-05-19,JYP Ent.,"19일, 코스닥 기관 순매수상위에 반도체 업종 6종목",0,0
2020-05-01,JYP Ent.,"
			박진영 무료공개…지난 연말 콘서트 실황 공식 채널로 본다
		",1,1
2020-05-21,JYP Ent.,"
			유빈 ""혜림♥신민철 '부럽지' 출연 직접 제안했다, 이유는…"" (인터뷰)
		",1,1
2020-05-11,JYP Ent.,"
			원더걸스 출신 유빈, 홀로서기 후 첫 앨범 발매
		",3,1
2020-05-19,JYP Ent.,"
			‘아이돌 라디오’ 갓세븐 영재-데이식스 영케이, DJ 데뷔…서로 어색한 사이? “아직 친해지는 중""
		",1,1
2020-05-09,JYP Ent.,"[연계소문] '한한령 해빙' 볕드는 K팝, 그럼에도 관건은 코로나19 종식",0,0
2020-05-03,JYP Ent.,PBR 크게 하락한 코스닥 소·부·장 '주목',1,1
2020-04-26,JYP Ent.,한한령 해제 기대감에 엔터株 강세,2,1
2020-04-22,JYP Ent.,"
			제이미가 두 명?…제이미, 박지민 활동명 변경에 ""흠 어쩌지"" 난색
		",0,0
2020-04-20,JYP Ent.,"
			기획사 대표 유빈 ""혜림 이어 원더걸스 멤버들 영입하고파""
		",0,0
2020-04-14,JYP Ent.,"
			트와이스, K팝 걸그룹 최초 유튜브 오리지널 론칭…연습생 시절 과거부터 현재까지 담는다
		",1,1
2020-03-18,JYP Ent.,"
			트와이스 나연, 스토커 접근금지 가처분 신청 '취하'
		",-2,-1
2020-02-24,JYP Ent.,"
			""안전 최우선""…트와이스·태민·안예은 코로나19 확산에 공연 및 행사 취소
		",1,1
2020-02-26,JYP Ent.,"
			데이식스 법적대응, 일부 팬들의 사생활 침해에 '강력 대응' 예고 [전문]
		",0,0
2020-02-29,JYP Ent.,"
			트와이스 쯔위, 코로나19 확산 방지 기부 동참 ""모두 건강하길""
		",1,1
2020-03-09,JYP Ent.,"
			인터뷰+ㅣ 안효섭, 아이돌 연습생→'낭만닥터 김사부2' 주역 되기까지
		",0,0
2020-02-26,JYP Ent.,"
			우영 전역, 코로나19로 ""말년 휴가 중 복귀 않고 제대 처리""
		",2,1
2020-02-19,JYP Ent.,"
			""대세 걸그룹 출격""…ITZY, 3월 9일 'IT'z ME' 컴백확정
		",2,1
2020-01-13,JYP Ent.,3~4월 中서 K팝 공연…엔터株 일제히 날았다,1,1
2020-01-15,JYP Ent.,"
			박지민 사진삭제, 성희롱 발언 비판 게시물과 글 올려
		",0,0
2020-01-20,JYP Ent.,"20일, 코스닥 외국인 순매수상위에 오락·문화 업종 4종목",0,0
2020-01-01,JYP Ent.,양도세 피하자 삼성전자 등 임원 자사주 매도,0,0
2020-01-14,JYP Ent.,반도체→中테마→2차전지…순환매 펼쳐지나,0,0
2020-01-02,JYP Ent.,"트와이스 나연 스토커 ""편지 주려 했는데…매니저 과잉진압"" 주장",-1,-1
2020-04-20,JYP Ent.,"
			""달처럼 변하는 맹세하지마"" 갓세븐, 진하게 그러나 로맨틱하게 '낫 바이 더 문' [신곡in가요]
		",0,0
2020-04-20,JYP Ent.,"中, 억눌렸던 '보복적 소비' 터졌다…명품·화장품株 '들썩'",1,1
2020-04-15,JYP Ent.,"
			트와이스 日 정규 2집 '9연속 플래티넘' 기록 경신
		",4,1
2020-03-15,JYP Ent.,연예 기획과 벤처 투자의 공통점은,0,0
2020-03-07,JYP Ent.,연예마켓+ㅣ방탄소년단도 공연 취소…코로나19 여파 'K팝'도 휘청,0,0
2020-03-09,JYP Ent.,"
			ITZY ""신곡 '워너비'로 성장했다는 말 듣고 싶다"" [일문일답]
		",1,1
2020-02-09,JYP Ent.,"연예 마켓+ㅣ 방탄소년단 잭팟, 올해 더 터진다",1,1
2020-02-07,JYP Ent.,"
			'슈가맨3' 진주 등장, 최초 100불 기록…세대 아우른 명곡 '난 괜찮아'
		",2,1
2020-01-19,JYP Ent.,中 한한령 해빙기 오나…아모레퍼시픽·호텔신라·GKL 상승세,1,1
2020-01-15,JYP Ent.,"몸 사진 보내며 도 넘은 댓글, 신고 할 것…박지민 성희롱 악플에 일침",0,0
2020-01-02,JYP Ent.,"
			'모모♥' 김희철, 유튜브 중단 ""당분간 쉬겠다…늘 죄송하고 감사""
		",0,0
2020-01-02,JYP Ent.,"
			김희철·모모 두 번째 열애설…양측 소속사 나란히 ""확인 중""
		",0,0
2020-01-02,JYP Ent.,"
			김희철♥모모 열애 인정, 2020년 첫 가요계 커플 ""최근 호감 갖고 만남 시작"" [공식입장]
		",1,1
2020-01-19,JYP Ent.,한한령 풀린다 中소비주 들썩,1,1
2021-04-19,JYP Ent.,"
			JYP ""트와이스 6월 컴백 목표, 제주서 MV 촬영 중"" [공식]
		",3,1
2021-03-24,JYP Ent.,"JYP, 中 텐센트 뮤직과 전략적 협업…음원 및 콘텐츠 공급 [공식]",2,1
2021-04-30,JYP Ent.,"
			""ITZY 노 리밋""…있지, 마피아 변신도 거뜬하게! 와일드한 컴백 [종합]
		",1,1
2021-03-17,JYP Ent.,日 '니쥬 신드롬'…JYP가 웃는다,1,1
2021-02-23,JYP Ent.,"
			스트레이키즈 현진 학폭 의혹…JYP ""사실 확인 중"" [전문]
		",-2,-1
2021-02-11,JYP Ent.,"
			JYP, 트와이스 한복 의상 논란에 사과 ""인지 못해"" [공식]
		",-1,-1
2021-04-29,JYP Ent.,"
			ITZY, 강렬하고 센 마피아 5인…신곡 안무 공개
		",2,1
2021-02-25,JYP Ent.,"
			JYP, 있지 리아 학폭 의혹 부인 ""허위사실…추가 고소 진행"" [공식]
		",-3,-1
2021-03-08,JYP Ent.,"
			JYP·큐브 대표 거쳐 S2엔터…홍승성 회장, 걸그룹 론칭 임박?
		",0,0
2021-04-25,JYP Ent.,"
			'컴백홈' 선미, '이직준비생 청춘 4호'에 와인 한잔의 소확행 선물
		",0,0
2021-04-28,JYP Ent.,"
			트와이스, 美 '켈리 클락슨 쇼'도 접수
		",1,1
2021-02-19,JYP Ent.,"
			[인터뷰+] 나인우, JYP연습생에서 큐브 1호 배우가 되기까지
		",0,0
2021-04-23,JYP Ent.,"
			'컴백홈' 선미 ""강다니엘과 콜라보 원해"" 깜짝 러브콜
		",0,0
2021-04-21,JYP Ent.,"
			트와이스 1위, 日 신곡 '쿠라 쿠라' 라인 뮤직 톱100 정상
		",3,1
2021-04-28,JYP Ent.,"
			'데뷔' 핫이슈 ""전 멤버가 메인 래퍼·보컬·댄서 다 되는 게 목표""
		",2,1
2021-04-28,JYP Ent.,"
			'데뷔' 핫이슈 ""'홍승성 설립' S2 1호 그룹? 좋은 출발되어야죠"" [종합]
		",2,1
2021-04-17,JYP Ent.,데뷔 후 3년 동안 20만원 정산…연습생에  드는 돈 얼마길래 [연예 마켓+],2,1
2021-04-15,JYP Ent.,"BTS·블랙핑크·트와이스, 2분기 줄줄이 컴백 예고…비수기 견딘 엔터株, ""실적 모멘텀 시작""",3,1
2021-04-22,JYP Ent.,"
			니쥬, 30일 새 리얼리티 '니쥬 스카우트' 공개 예고
		",2,1
2021-04-07,JYP Ent.,"
			니쥬 최고기록, 선공개 신곡도 열도 강타
		",0,0
