K팝 올해 더 높이 더 멀리 날았다…음반 수출 2825억 [연계소문],2022-12-24 14:02,한국경제,김수영 기자,"
[김수영의 연계소문]연(예)계 소문과 이슈 집중 분석2022년 K팝 결산2년 연속 K팝 음반 수출액 '사상 최대' 전망BTS·스트레이 키즈 외 걸그룹 활약 두드러져다양해진 K팝 소비국…성장 동력으로 작용내년엔 보이그룹 다수 출격…해외 활동 박차



그룹 아이브, 르세라핌, 뉴진스 /사진=한경DB지난해 신종 코로나바이러스 감염증(코로나19)의 세계적 대유행(팬데믹) 속에서도 가파르게 성장한 K팝은 올해 한층 훨훨 날았다. 그룹 방탄소년단(BTS) 입대, 아이돌 3세대에서 4세대로의 교체 등 변수가 있었지만 투자의 결실인 4세대 아이돌이 유의미한 성과를 내면서 K팝에 새로운 피가 수혈됐다.24일 관세청 수출입 무역 통계에 따르면 올해 1~11월 음반 수출액은 2억1569만달러(약 2825억원)로 지난해 같은 기간보다 5.6% 증가했다. 지난해 연간 수출액이 2억2085만달러였던 점을 감안하면 올해 무난하게 사상 최대 기록을 경신할 것이란 관측이 나온다.아이브·뉴진스 등 약진…활짝 열린 '4세대 시장'수출 증가에는 방탄소년단을 필두로 음반 판매량에서 강세를 보이는 스트레이 키즈·세븐틴·블랙핑크·NCT 드림 등의 역할이 컸다. 써클차트(구 가온차트) 기준 방탄소년단과 스트레이 키즈는 트리플 밀리언셀러(단일 음반 300만장 이상 판매)를 달성했으며, 세븐틴·블랙핑크·NCT 드림은 더블 밀리언셀러(단일 음반 200만장 이상 판매)를 기록했다.특히 신인 걸그룹의 활약이 눈에 띈다. 4세대 아이돌 아이브·에스파 등이 밀리언셀러(단일 음반 100만장 이상 판매)를 달성해 화제가 됐다. 그룹 블랙핑크가 2020년 정규 1집 '디 앨범(THE ALBUM)'으로 데뷔 4년 만에 K팝 걸그룹 최초 밀리언셀러에 등극한 것을 감안하면, 활동한 지 1년을 갓 넘긴 4세대 아이돌의 성장 속도는 남다르다.김진우 써클차트 수석연구위원은 올해 피지컬 앨범 판매량 증가의 가장 큰 요인으로 걸그룹의 성장을 꼽았다. 그는 ""누적 판매량 100만장 이상의 남자 아티스트 수가 지난해 12팀에서 올해 11팀으로 1팀이 줄어든 데 반해, 여자 아티스트는 올해 10팀으로 지난해 1팀에 비해 많이 증가했다""며 ""걸그룹의 글로벌 팬덤 성장이 전체 앨범 판매량 증가를 견인한 것으로 보인다""고 분석했다.달라진 K팝 소비 지형도…성장 동력으로K팝 주요 소비국가가 다변화한 것도 성장 동력으로 꼽힌다. 올해 1~11월 음반 수출액을 국가별로 나눠보면 일본이 7751만3000달러(1014억원)로 1위를 차지했다. 중국이 5087만9000달러(665억원)로 2위, 미국이 3528만8000달러(462억원)로 3위를 기록했다.이어 대만, 태국, 네덜란드, 독일, 홍콩, 인도네시아, 프랑스 순이었다. 또 K팝 음반 수출 실적이 있는 국가로 몰타, 몰디브, 스리랑카, 아이슬란드 등이 포함되기도 했다.K팝 전문 스타트업 스페이스오디티가 공개한 '2022 케이팝 세계지도'에 따르면 코로나19 팬데믹 기간 K팝의 글로벌 소비량은 2.5배 늘었고, 주요 소비국가도 대폭 변화했다.뮤직비디오 조회수를 기반으로 조사한 결과 일본과 인도에서 고무적인 결과가 나왔다. 일본은 3년 전 K팝 소비 국가 5위(한국 제외)에 머물렀으나 올해 1위로 급부상했고, 'K팝 불모지'로 여겨져 순위에도 없던 인도는 3위에 올랐다.케이팝레이더는 K팝 소비 국가의 확장과 관련해 ""BTS와 블랙핑크가 다져놓은 시장에 팬데믹 기간 중 데뷔한 4세대 아이돌들의 성공이 더해진 덕분""이라며 ""에스파·엔하이픈·아이브를 선두로 트레저·케플러·스테이씨·엔믹스·르세라핌·위클리·빌리 등이 온라인 콘서트 및 영상 콘텐츠 등을 공개하며 좋은 성적을 거뒀다""고 봤다.2023년엔 제2의 방탄소년단 나올까



그룹 방탄소년단 /사진=빅히트뮤직 제공K팝 팬들은 입을 모아 ""올해는 걸그룹의 해""였다고 말한다. 코어 팬층을 바탕으로 성장한 보이 그룹과 달리, 걸그룹은 팬덤 파워 외에도 대중성까지 두루 갖추고 있다는 장점이 있다.덕분에 대중적 소비 지표로 꼽히는 음원에서도 유수의 성과를 거뒀다. 뉴진스, 아이브, 르세라핌 등이 국내 음원 사이트 상위권을 장기간 차지하고 있다. 댄스 챌린지 열풍의 근거지인 동영상 플랫폼 틱톡에서 올해 가장 많이 사용된 K팝 음원 또한 아이브의 '러브 다이브(LOVE DIVE)'였다. 올해 유튜브 최고 인기 동영상 3위를 뉴진스의 원테이크 '뮤직뱅크' 영상이 차지하기도 했다.걸그룹의 인기가 지속되는 가운데, 내년에는 보이그룹 대전이 예고됐다. 대형 가요 기획사를 비롯해 오디션 프로그램을 통해서도 보이그룹이 대거 출격한다. 하이브 산하 플레디스·KOZ엔터테인먼트와 SM엔터테인먼트, JYP엔터테인먼트 등에서 새 팀을 선보인다. 또 Mnet은 '보이즈플래닛', MBC는 '방과 후 설렘'의 남자 버전인 '소년판타지', JTBC '피크타임' 등을 통해 선발 오디션이 진행된다.특히 주목하는 시장은 일본이다. 세븐틴·엔하이픈 등으로 일본에서 높은 인기를 얻은 하이브는 첫 현지 그룹인 &amp;TEAM을 데뷔시켰고, SM은 오랫동안 준비해온 NCT 도쿄를 선보일 계획이다.현재 중소 기획사들도 공연·팬미팅 등으로 일본 활동에 시동을 걸고 있다. 업계 관계자들은 ""일본의 K팝 소비력이 팬데믹을 거치며 과거보다 더 커진 상황""이라며 ""대형 기획사 위주로 흘러가는 국내와 달리 현지 공연 시장은 K팝에 대한 호응도가 높아 중소 기획사에도 다소 기회가 열려 있는 편""이라고 입을 모았다.
"
"""급할 게 없다""…'한한령 해제' 기대감에도 '반전' 반응 [연계소문]",2022-12-18 13:06,한국경제,김수영 기자,"
[김수영의 연계소문]연(예)계 소문과 이슈 집중 분석한국 드라마·영화 중국 OTT서 공개'한한령 해제' 기대감 높아지는 콘텐츠 업계K팝 시장은 현지화 그룹 위주 활동""중국 의존도 낮춰와…변수 커 더 지켜봐야""



슬기로운의사생활 시즌1중국 OTT(온라인 동영상 서비스)에서 한국 콘텐츠를 잇달아 정식 서비스하면서 대중문화계 '한한령(限韓令·한류 금지령)' 해제에 대한 기대감이 커지고 있다. 다만, 6년간 중국 시장에 대한 의존도를 크게 낮춰온 K팝 시장에서는 ""급할 게 없다""는 반응이 나온다.최근 한국 드라마 '슬기로운 의사생활' 시즌1이 중국 OTT 비리비리를 통해 방영되고, '스물다섯 스물하나'가 유쿠에서 서비스를 시작했다. 이어 '힘쎈여자 도봉순'도 아이치이에서 서비스되기 시작했다. 지난달 초에는 홍상수 감독의 영화 '강변호텔'이 한국 영화로는 약 6년 만에 중국 OTT에서 공개됐다.



윤석열 대통령과 시진핑 중국 국가주석  /사진=연합뉴스중국은 한국의 사드(THADD·고고도미사일방어체계) 배치에 반발하며 2016년부터 한국 연예인의 활동을 제한해 왔다. 한국 드라마나 영화, 광고, 게임 등의 수입까지 막으며 '한한령'을 무려 6년간 지속했다. 그러다 지난달 윤석열 대통령과 시진핑 중국 주석이 정상회담에서 중국 내 한국 영화 서비스를 재개하기로 하면서 '한한령' 해빙 무드에 힘이 실렸다. 이에 CJ ENM, 콘텐트리중앙 등 콘텐츠 주는 일제히 주가가 상승하기도 했다.전 세계를 무대로 영향력을 키워온 K팝 업계 역시 이에 주목하고 있다. 그룹 (여자)아이들이 소속돼 있는 기획사 큐브엔터테인먼트는 직접적으로 중국 시장을 거론하며 미래를 긍정적으로 점쳤다. 큐브는 2020년 6월 중국의 최대 음원 플랫폼 '왕이윈뮤직'과 75억원 규모의 독점 음원 공급 및 공동 프로모션 계약을 체결한 바 있다.큐브엔터는 ""최근 중국 최대 IT 그룹인 텐센트 산하 '텐센트 뮤직'을 비롯해 중국 내 여러 기업에서 비즈니스 제안이 많이 들어오고 있다""며 ""이런 제의들을 보면서 한한령 해제가 임박했음을 체감하고 있다""고 밝혔다. 중국인 멤버 우기가 현지에서 따로 활동해왔던 점도 경쟁력으로 강조했다.큐브엔터뿐만 아니라 대형 가요기획사들은 '한한령'에도 불구하고 소비 큰손으로 꼽히는 중국 시장 재개에 대한 기반을 다져왔다. 한국 연예인의 활동이 막힌 상황에서도 현지화 그룹을 선보여 성과를 냈다. JYP엔터테인먼트의 보이스토리, SM엔터테인먼트의 웨이션브이 등이다.보이스토리는 지난 9월 발매한 정규 1집 타이틀곡 'WW'로 미국 빌보드 핫 트렌딩 송 차트에 진입했다. 중국 아이돌로서는 최초로 해당 차트에 진입해 현지서 화제가 됐다. 웨이션브이는 오는 28일 미니 4집 '팬텀(Phantom)'을 발매한다. 무려 1년 9개월 만의 컴백이다.



방탄소년단 콘서트장에서 팬들이 환호하고 있다. 사진은 기사 내용과 무관.  /사진=연합뉴스다만 중국을 최선호 시장으로 꼽던 과거와는 분위기가 사뭇 달라졌다. 그간 K팝 업계는 미국, 유럽, 동남아로 빠르게 진출하며 중국 시장에 대한 의존도를 대폭 줄여왔다. 멤버 구성 면에서도 미국, 호주, 베트남, 인도네시아 출신 등 다채로워지고 있다.최근에는 중동까지 영역을 넓히고 있다. 사우디아라비아는 CJ ENM과 향후 10년간 문화 분야에서 협력을 강화하자는 내용의 MOU를 체결했고, SM엔터테인먼트와도 문화기술(CT)을 기반으로 한 S-팝(사우디팝) 프로듀싱, 현지 인재 발굴과 육성을 위한 S-팝 오디션 개최, 트레이닝 시스템 구축, 콘텐츠 제작을 위한 스튜디오 설립, 사우디 내 초대형 콘서트 개최 등을 협업하기로 했다.업계는 새로운 시장 진출에 가속도가 붙은 상황이기에 중국과 관련해서는 서두르지 않고 분위기를 지켜보겠다는 입장이다. 그간 경험한 중국 리스크에 대한 우려도 크다고 입을 모았다.한 관계자는 ""아직 현지화 그룹이나 중국인 출신 멤버가 있는 팀 위주로 활동하는 수준이기에 더 지켜봐야 한다""면서 ""특히 중국은 정치와 연결돼 변수가 큰 시장이기에 무리한 기대와 접근보다는 영향력을 키워오고 있는 미국과 소비력이 큰 일본 등에 더 집중하는 게 좋을 것으로 보인다""고 전했다.또 다른 관계자는 ""한한령 해제에 대한 이야기가 수년째 이어져 오고 있지만 정작 구체화된 것은 없는 상황""이라면서 ""차이나 머니를 무시할 수 없는 반면, 그 사이 높아진 중국을 향한 국내 부정적 여론 또한 고려해야 할 것""이라고 말했다.
"
"""아이돌 4세대로 간판교체""…엔터 대장주도 바뀔까",2022-11-16 16:22,한국경제,None,"
""4세대 그룹에 주가 달렸다""JYP엔터 비교적 성공적 안착 평가하이브, 'BTS 군백기' 레이블 전략으로 뚫을까""내년 실적 4세대 아이돌 그룹 행보가 좌우""



하이브 산하 레이블 소속인 그룹 르세라핌(LE SSERAFIM) / 사진=한경DBK-팝 시장에서 '4세대 아이돌'의 활약이 두드러지고 있다. 4세대 아이돌은 2010년대 후반 부터 데뷔한 그룹들이다. 방탄소년단(BTS), 블랙핑크, 트와이스 등 3세대들이 글로벌 무대에서 입지를 다져놓았다면, 4세대는 시작부터 글로벌에서 활동하는 게 특징이다. 그렇다보니 외국인 멤버가 포함되어 있거나 음원·음반 발매 등도 글로벌을 타깃으로 한다.글로벌 시장을 보고 움직이다보니 엔터테인먼트 주식의 흐름도 남다르다. 과거에는 국내에서의 음반발매와 히트여부가 주가의 척도가 됐지만, 이제는 세계 시장에서의 활약이 주가에 반영되고 있다. 쉽게 말해 국내에서 인지도가 다소 떨어져도 실적에 반영되는 활동들은 다채롭게 이뤄진다는 얘기다.이러한 분위기 속에서 증권가의 가장 주목을 받는 기업은 JYP엔터테인먼트다. 4세대 아이돌을 대거 보유했다는 점에서 호평을 받고 있다. 반면 하이브는 3세대인 BTS의 군백기와 더불어 주가가 약세를 보이고 있다. 4세대 그룹들이 나오고는 있지만, 아직은 신인이다보니 캐시카우의 역할은 미진하다는 평가다.



(왼쪽부터) JYP엔터테인먼트, 하이브 1년 주가 추이/ 출처= 한국거래소 JYP엔터, 3분기 호실적에 4분기도 '최대 전망'16일 JYP엔터의 주가는 전날대비 2100원(3.61%) 오른 6만300원을 기록했다. 지난 4일부터 9거래일째 상승하고 있다. 시가총액도 2조1405억원으로 코스닥 12위로 뛰어 올랐다. 올해 증시의 하락 속에서도 JYP엔터의 주가는 연초 3만원대 후반에서 6만원대까지 되레 상승하는 흐름을 나타냈다.증권가에서는 엔터 대장주가 바뀔 것이란 목소리도 나온다. JYP엔터는 3분기 매출액이 951억원, 영업이익이 275억원으로 전년 동기 대비 각각 66%, 51%씩 증가했다. 걸그룹 '니쥬', '엔믹스'와 보이그룹 '스트레이키즈'를 등에 엎고 4분기에는 최대 이익을 거둘 것이라는 전망까지 나왔다.이남수 키움증권 연구원은 ""4분기에는 '스트레이키즈', '있지', '엔믹스' 등의 앨범이 반영되며 역대 최대 판매량 기록을 갈아치울 것""이라며 ""4분기 매출액은 전년 동기 대비 72% 증가한 1095억원, 영업이익은 72% 오른 281억원으로 추정한다""고 했다. 이어 ""더블 밀리언 셀러로 성장한 '스트레이키즈', 북미 흥행을 공고히 만든 '트와이스', 신인 '있지'와 '엔믹스' 성장세를 감안하면 내년의 앨범 흥행도 결정된 셈""이라고 덧붙였다.특히 JYP엔터 '스트레이 키즈'는 BTS에 이어 '빌보드 차트 200'에 2개 앨범이상 이름을 올린 유일한 팀이다. 데뷔 후 4년 만에 빌보드 메인차트에 진입했고 지난 3월 미니 6집 '오디너리'에 이어 지난 10월 발매한 미니 7집 '맥시던트'로 연 이어 1위 자리를 차지했다. 빌보드200에서 1위를 차지한 K팝 가수는 방탄소년단(6회), 스트레이 키즈(2회), 슈퍼엠(1회), 블랙핑크까지 총 4팀이다. 



그룹 스트레이 키즈 /사진=JYP엔터테인먼트 제공 하이브, 멀티레이블 승부수 통하나…주가 반등한 때 시가총액이 20조원에 육박했던 하이브의 분위기는 대조적이다. 하이브는 이날 2500원(1.81%) 오른 14만500원에 장을 마쳤다. 시가총액은 5조8102억원으로 유가증권시장에서 55위를 차지하고 있다. 아무래도 매출의 65%를 차지하는 BTS의 군백기 영향이 컸다.3분기 실적도 실망을 더했다. 하이브의 3분기 매출액은 4455억원으로 전년동기보다 31% 늘었지만, 영업이익은 606억원으로 8%가량 감소했다. 매출성장의 배경은 하이브 레이블즈 아티스트들의 활약 때문이었는데, 이는 이익률을 낮추는 요인이 되기도 했다.혹평도 쏟아졌다. 증권정보업체 Fn가이드에 따르면 지난달 7일부터 이날까지 증권사 리서치센터에서 나온 목표주가 하향 보고서 695건 중 최다 하향 보고서 집계 종목 2위에 하이브(17건)가 올랐다.하이브의 경우 개별 소속사로도 불리는 9개의 산하 레이블을 두고 있다. '르세라핌'이 소속된 쏘스나 '뉴진스'가 데뷔한 어도어 등이 대표적이다. 이른바 4세대 아이돌이 간접 참여형 매출을 담당하고 있다보니 이익률은 떨어질 수 밖에 없다. 이러한 전략은 당분간 지속될 것으로 보인다. 박지원 하이브 최고경영자(CEO)는 ""하이브는 향후 멀티 레이블 전략을 기반으로 사업을 지속적으로 확장할 예정""이라고 밝혔다.



하이브 산하 레이블인 어도어 소속 그룹 뉴진스(NewJeans). / 사진=한경DB주가만 놓고 보면 반의 반 토막이 난 상황이지만, 하이브의 멀티레이블 전략은 시장을 조금씩 흔들고 있다. 지난달 13일일의 종가(10만9500원)와 비교하면 이날의 주가는 28.3%가 상승했기 때문이다. 기존 아티스트의 앨범 및 콘서트 확대, 위버스 고도화, 게임 사업확장 등을 비롯해 신인들의 활약이 주가에 숨을 불어넣고 있다.글로벌 성과도 속속 나오고 있다. '르세라핌'은 데뷔 6개월 만에 빌보드 메인 앨범차트에 입성해 걸그룹 역사상 '최단기간 빌보드200 차트'에 이름을 올렸다. 하이브 레이블 빅히트 뮤직 소속 보이그룹 '투모로우바이투게더'는 올해 세계 13개 도시에서 월드투어를 성공적으로 진행했다.상황이 이렇다보니 온라인 주식 토론방 내 하이브 장투 개인 투자자(개미)들 사이에서 희망섞인 의견들고 나오고 있다. '르세라핌 보고 존버한다', '이제 데뷔인 뉴진스 인기가 심상치 않다' 등이다.김하나 / 이현주 한경닷컴 기자
"
"경기 침체에도 내년 영업이익률 30% 이상...""리노공업, 삼바 등 주목해야""",2022-11-21 17:05,한국경제,배태웅 기자,"
			내년 경기침체 여파로 기업들의 영업이익 감소가 이어질 것으로 예상되고 있지만 일부 기업은 올해와 내년도 영업이익률이 30%를 넘길 것으로 전망돼 눈길을 끌고 있다. 전문가들은 경기침체에 대비해 '퀄리티 종목'을 미리 선점해야 한다고 조언했다. 21일 하나증권에 따르면 유가증권시장과 코스다시장을 합쳐 시가총액 150위권 내 기업 가운데 올해 연간 영업이익률이 30%를 넘을 것으로 전망되는 기업은 5개사로 조사됐다. 반도체 검사장비 제조업체인 리노공업은 올해 예상 연간 영업이익률이 43.3%로 1위였다. 이어 삼성바이오로직스(32.9%), 셀트리온(32.6%), JYP엔터테인먼트(30.2%), F&amp;F(30.1%) 순서였다. 이들 기업들은 내년에도 높은 영업이익률을 보일 것으로 전망됐다. 셀트리온은 올해보다 영업이익률이 더 높아져 35.8%의 예상 영업이익률을 기록했다. 리노공업, JYP엔터테인먼트와 F&amp;F는 올해와 비슷한 영업이익률을 유지할 것이란 전망이다. 삼성바이오로직스는 소폭 하락한 29.4%로 나타났다.  리노공업의 경우 비메모리 분야가 메모리 반도체 업황 부진에도 불구하고 비메모리 분야가 매출이 선방하면서 실적 성장세를 이어갈 것이란 분석이다. 삼성바이오로직스와 셀트리온은 고환율 수혜와 신제품 출시로 실적 개선이 기대된다.  이재만 하나증권 글로벌투자분석팀장은 “증시 위축기에는 이익의 절대 규모보다는 매출에 대한 영업이익의 비율을 살펴볼 필요가 있다”라며 “영업이익률이 20%를 꾸준히 유지하는 기업에 관심을 가지는 게 유리하다""고 했다. 
"
"
			'영원한 딴따라' 박진영 컴백한다…21일 '그루브 백' 발매
		",2022.11.14. 오후 5:12,None,None,None
"걸그룹 '트리플에스' NFT, 편의점에서 만난다…GS25 독점 판매",2022-11-16 17:19,한국경제,None,"
백광현 모드하우스 부대표 인터뷰트리플에스 NFT 카드 실물, GS25에서 판매'탈중앙형 아이돌' 표방…투표 통해 멤버 결정""블록체인에 투명하게 남아…회사가 개입 못 해""



백광현 모드하우스 부대표 / 사진=모드하우스""웹3가 뭔지 몰라도 괜찮아요. 웹2의 요소들을 최대한 가져와 팬들이 자연스럽게 블록체인 기술을 경험하고 웹3에 녹아들게 하는 것이 우리의 목표입니다""K팝(K-Pop) 스타트업 모드하우스가 소속 걸그룹 트리플에스(tripleS)의 대체불가토큰(NFT) 포토 카드 '오브젝트(objekt)'의 실물 카드 판매를 통해 대중들에게 한 걸음 더 다가간다. 이를 위해 GS리테일이 운영하는 편의점 GS25와 독점 판매 계약을 맺었다.16일 백광현 모드하우스 부대표는 블루밍비트와의 인터뷰를 통해 ""웹3를 전혀 모르는 팬들이라도 우리의 블록체인·NFT 기반 팬 참여형 엔터테인먼트 플랫폼 '코스모(Cosmo)'에 참여하게끔 만들고 싶다""며 ""트리플에스의 NFT 프로젝트 '오브젝트'의 실물 카드를 오프라인에서 원화로 구매할 수 있도록 GS25와 손을 잡았다""고 말했다. 해시드 인큐베이팅 '모드하우스'...""새로운 엔터 생태계 구축 목표""모드하우스는 김서준 해시드 대표와 JYP, 울림엔터테인먼트 등에서 다수의 아이돌을 제작한 유명 프로듀서 출신 정병기 대표 간의 아이디어 교환을 통해 시작된 K팝 스타트업이다. 이후 해시드 스튜디오 '언오픈드'와 정병기 대표, 국내 웹드라마 스튜디오인 플레이리스트의 최고운영책임자(COO)를 역임한 백광현 부대표가 공동 발기해 설립됐다. 특히 언오픈드의 경우 모드하우스의 개발, 마케팅, 글로벌 PR 및 경영지원 업무를 담당하는 등 적극적인 인큐베이팅에 나서고 있다.이들은 기존의 엔터테인먼트 산업에 블록체인과 NFT의 기술을 결합한 생태계 구축을 목표로 하고 있다. 앞서 지난 8월 8일 모드하우스는 팬들의 투표로 걸그룹 트리플에스의 유닛 활동 멤버, 컨셉 등을 정할 수 있는 팬 참여형 플랫폼 '코스모'와 오브젝트의 출시를 발표했다.오브젝트는 모드하우스가 폴리곤(Polygon) 체인을 통해 발행하는 포토 카드 형식의 NFT다. 코스모에서 진행하는 이벤트와 커뮤니티 활동에 적극적으로 참여한 사람들에게는 리워드로 주어지기도 한다.



팬들의 투표로 결정된 트리플에스의 유닛 'Acid Angel from Asia' / 사진=모드하우스오브젝트를 보유한 팬들에게는 ERC-20 기반의 자체 토큰 코모(COMO)가 제공되며 코모 1개는 곧 투표에서 행사할 수 있는 한 표로 귀결된다. 오브젝트는 퍼스트, 더블, 스페셜 등 총 3개의 등급이 매겨져 있다. 멤버당 총 8장씩 발행되는 퍼스트 등급을 모두 모으면 스페셜 등급으로 교환할 수 있고 더 나은 토큰 보상을 받을 수 있다.백 부대표는 ""포토 카드를 얻기 위해 앨범을 100장, 많게는 1000장씩 산 뒤 이를 버리는 경우가 많다. 우리는 이런 상황을 해결하고자 포토 카드를 한 장씩 오프라인과 온라인에서 판매하기로 한 것""이라며 ""여기에 더해 포토카드가 단순한 굿즈에 그치지 않도록 NFT, 블록체인 기술을 도입했다. 모든 팬에게 투표권을 제공하고 투표에 대한 투명성도 얻고자 했다""고 설명했다.트리플에스는 세계 최초의 탈중앙형 아이돌을 표방하고 있다. 실제로 최근 100% 팬들의 참여로 이뤄진 투표를 통해 트리플에스의 유닛 'Acid Angel from Asia(AAA)'의 멤버가 결정됐다. 앞으로는 멤버 구성 이외에도 앨범 컨셉, 스타일링, 음악 등 제작 전반에 걸쳐 팬들이 참여할 수 있는 투표 범위를 늘려간다는 방침이다.백 부대표는 ""지금은 미디어 및 에이전시의 권한이 너무 강력하다. 우리는 블록체인의 탈중앙화 정신으로 그 권한을 팬들에게 돌려드리고 싶다. 추후 더 많은 것들이 팬들의 투표로 결정될 것""이라며 ""블록체인의 기술을 이용하면 투표 결과 등을 속일 수 없다. 모든 과정과 결과값이 체인에 투명하게 남아 있기 때문에 회사가 개입할 수 없다""고 강조했다. ""트리플에스 NFT 포토카드, GS25에서 독점 판매""



사진=GS25 인스타그램오브젝트는 지난 14일부터 편의점 GS25에서 독점 판매를 시작했다. 앞서 양사는 '팬 참여형 아이돌 제작'에 대한 추진 및 상호 시너지 창출을 위한 업무협약을 공식 체결한 바 있다.백 부대표는 ""현재 GS25와의 독점 계약을 통해 서울 내 직영점 10곳에서 장당 4500원의 가격으로 오브젝트를 구매할 수 있다. 추후 판매 지점을 전국으로 늘려갈 계획""이라며 ""몇몇 지점은 추가 입고 요청이 들어오는 등 팬들의 반응이 나쁘지 않다. 단발성 이벤트에 그치는 것이 아니라 지속적인 판매를 통해 팬들에게 다가갈 것""이라고 말했다.그는 ""오프라인에서 구매한 오브젝트에 박힌 QR코드를 코스모 앱에 스캔하면 코스모 앱 내 월렛에 NFT로 발행돼 저장된다. NFT를 구매하고 민트하는 일련의 복잡한 과정들을 최대한 편리하게 만들기 위해 노력했다""며 ""직접 팬들이 카드를 사고 NFT를 월렛에 적용하는 영상을 찍어 올리는 등 적극적으로 참여하고 있다""고 설명했다.이어 ""오브젝트는 2차 거래가 자유롭다. 본인이 원하는 방식으로 판매 및 교환이 가능하며 코스모를 통해 거래할 시 발생하는 가스비는 전적으로 회사가 처리한다""며 ""최종적으로는 K-팝과 블록체인 기술을 성공적으로 접목한 오픈 플랫폼으로 발돋움하고 싶다""고 덧붙였다.&lt;블록체인·가상자산(코인) 투자 정보 플랫폼(앱) '블루밍비트'에서 더 많은 소식을 받아보실 수 있습니다&gt;
"
"
			트와이스 7년의 시간 돌아본다…전시회·팝업스토어 오픈
		",2022.10.25. 오전 9:46,None,None,None
"
			스트레이 키즈, 더블 밀리언셀러 등극…신보 218만장 팔아
		",2022.10.14. 오전 10:22,None,None,None
"코스피, 3거래일 연속 상승…2230선 회복",2022-10-06 9:22,한국경제,신현아 기자,"




6일 오전 서울 중구 하나은행 본점 딜링룸. 사진=연합뉴스코스피가 3거래일 연속 상승하며 2230선을 회복했다. 코스닥은 1% 넘게 오르고 있다. 6일 오전 9시 13분 현재 코스피는 전일 대비 17.43포인트(0.79%) 오른 2232.65에 거래되고 있다. 코스피는 지난 4일부터 3거래일째 상승 중이다. 유가증권 시장에선 개인과 기관이 각각 153억원, 67억원 사들이는 반면 외국인 홀로 210억원어치 팔아치우고 있다. 시가총액 상위 10개주는 일제히 오르고 있다. 삼성전자(0.89%)와 SK하이닉스(1%) 등 반도체 대장주를 비롯해 LG에너지솔루션(1.71%) 모두 장초반 강세를 보이고 있다. SK하이닉스는 상승세에 힘입어 9만원대를 다시 회복했다. 같은 시간 코스닥 지수는 전장 대비 8.39포인트(1.22%) 상승한 693.73에 거래 중이다. 수급을 보면 개인 혼자 89억원 순매수하고 있다. 외국인과 기관은 각각 31억원, 27억원 순매도하고 있다. 시총 상위 10개 종목을 보면 셀트리온헬스케어(-2.06%), HLB, 셀트리온제약(-0.16%), JYP엔터테인먼트 외 모든 종목이 오르고 있다. 에코프로비엠(2.74%)과 엘엔애프(3.06%)는 2~3%대 강세를 나타내고 있다. HLB와 JYP엔터테인먼트는 보합세다. 이날 원달러 환율은 전일 대비 6.4원 오른 1416.5원에 개장했다. 증권가에선 이날 국내 증시가 상승세를 보이겠지만 미 증시의 약세 영향을 받아 제한된 주가 흐름을 보일 것으로 봤다. 실적 시즌을 앞둔 개별 종목 장세가 펼쳐질 것이란 관측도 나온다. 서상영 미래에셋증권 연구원은 ""미 증시가 장 후반 달러와 국채금리 강세폭이 축소되자 장 한때 상승 전환한 점은 우리 증시에 긍정적인 영향을 줄 것""이라며 ""특히 전날 한국 증시는 미 증시의 장 초반 하락을 반영해 상승폭을 축소했다는 점에서 전반적인 투자심리의 개선 기대감이 높다""고 분석했다.간밤 뉴욕증시는 최근의 반등을 뒤로 하고 3거래일 만에 하락 마감했다. 예상보다 강했던 고용지표에 긴축 우려가 부각되면서 국채금리 상승을 부추긴 영향이다. 5일(현지시간) 뉴욕증권거래소(NYSE)에서 다우존스30산업평균지수는 전장보다 42.45포인트(0.14%) 떨어진 30,273.87에, 스탠더드앤드푸어스(S&amp;P)500지수는 전장보다 7.65포인트(0.20%) 하락한 3,783.28에, 기술주 중심의 나스닥 지수는 전장보다 27.77포인트(0.25%) 밀린 11,148.64에 각각 거래를 마쳤다. 국제유가는 산유국들의 역대급 감산 소식에 하락했다. 11월 인도분 서부텍사스산원유(WTI) 가격은 전일 대비 1.43% 오른 배럴당 87.76달러를 기록했다. 석유수출국기구(OPEC)와 러시아 등 비(非)OPEC 주요 산유국들의 협의체인 OPEC+(플러스)는 다음달부터 하루 원유 생산을 200만배럴의 줄이기로 했다. 이는 코로나19 대유행 이후 최대 감산 폭이다.
"
"
			스트레이 키즈, 신보 선주문 224만장 돌파…더블 밀리언셀러 예고
		",2022.09.29. 오전 9:38,None,None,None
